province,antibiotic,metric,value,unit,china_mean,fold_change,log2_fc,qu_category,qu_subcategory,NBS_region,RR_ranking,antibiotic_group,primary_source,environmental_signature
Gansu,Levofloxacin,S. aureus resistance,12.4,% resistant strains,15.048387096774194,0.8240085744908896,-0.2792687449653707,Fourth,6,Western,24,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Gansu,Chloramphenicol,S. aureus resistance,5.3,% resistant strains,5.84,0.9075342465753424,-0.13997600942945576,Fourth,6,Western,24,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Gansu,Rifampicin,S. aureus resistance,1.8,% resistant strains,1.4645161290322581,1.2290748898678414,0.2975728245382726,Fourth,6,Western,24,Rifamycins,Clinical,Low environmental detection; specialized use
Qinghai,Penicillin G,S. aureus resistance,93.8,% resistant strains,90.80645161290323,1.0329662522202485,0.04679312104729726,Third,4,Western,23,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Qinghai,Erythromycin,S. aureus resistance,61.8,% resistant strains,56.50322580645161,1.093742863667504,0.12927360383859868,Third,4,Western,23,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Qinghai,Clindamycin,S. aureus resistance,39.6,% resistant strains,30.148387096774194,1.3135031029317354,0.3934196086016851,Third,4,Western,23,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Qinghai,Ciprofloxacin,S. aureus resistance,6.8,% resistant strains,15.596774193548388,0.43598759048603924,-1.1976410227269891,Third,4,Western,23,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Qinghai,Tetracycline,S. aureus resistance,20.7,% resistant strains,18.9,1.0952380952380953,0.13124453327825272,Third,4,Western,23,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Qinghai,Levofloxacin,S. aureus resistance,7.6,% resistant strains,15.048387096774194,0.505037513397642,-0.9855375419086604,Third,4,Western,23,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Qinghai,Chloramphenicol,S. aureus resistance,5,% resistant strains,5.84,0.8561643835616438,-0.2240402742179302,Third,4,Western,23,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Qinghai,Rifampicin,S. aureus resistance,0.9,% resistant strains,1.4645161290322581,0.6145374449339207,-0.7024271754617274,Third,4,Western,23,Rifamycins,Clinical,Low environmental detection; specialized use
Ningxia,Penicillin G,S. aureus resistance,91.5,% resistant strains,90.80645161290323,1.0076376554174067,0.010976941703325648,Fourth,6,Western,16,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Ningxia,Erythromycin,S. aureus resistance,56.9,% resistant strains,56.50322580645161,1.0070221511760675,0.010095418240806002,Fourth,6,Western,16,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Ningxia,Clindamycin,S. aureus resistance,36.9,% resistant strains,30.148387096774194,1.2239460731863898,0.29153999458247154,Fourth,6,Western,16,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Ningxia,Ciprofloxacin,S. aureus resistance,10.7,% resistant strains,15.596774193548388,0.6860392967942088,-0.5436368775761815,Fourth,6,Western,16,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Ningxia,Tetracycline,S. aureus resistance,13.3,% resistant strains,18.9,0.7037037037037038,-0.5069599887198828,Fourth,6,Western,16,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Ningxia,Levofloxacin,S. aureus resistance,9.2,% resistant strains,15.048387096774194,0.6113612004287244,-0.7099030992952332,Fourth,6,Western,16,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Ningxia,Chloramphenicol,S. aureus resistance,11,% resistant strains,5.84,1.8835616438356164,0.9134632495320048,Fourth,6,Western,16,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Ningxia,Rifampicin,S. aureus resistance,1.4,% resistant strains,1.4645161290322581,0.9559471365638765,-0.06499725484643584,Fourth,6,Western,16,Rifamycins,Clinical,Low environmental detection; specialized use
Xinjiang,Penicillin G,S. aureus resistance,92.9,% resistant strains,90.80645161290323,1.0230550621669627,0.03288379491457389,Fourth,6,Western,18,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Xinjiang,Erythromycin,S. aureus resistance,50.9,% resistant strains,56.50322580645161,0.9008335236355333,-0.15066757799008046,Fourth,6,Western,18,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Xinjiang,Clindamycin,S. aureus resistance,28.3,% resistant strains,30.148387096774194,0.9386903488123262,-0.09127876864604204,Fourth,6,Western,18,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Xinjiang,Ciprofloxacin,S. aureus resistance,6.5,% resistant strains,15.596774193548388,0.41675284384694933,-1.2627360509488739,Fourth,6,Western,18,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Xinjiang,Tetracycline,S. aureus resistance,13,% resistant strains,18.9,0.6878306878306879,-0.539874611192618,Fourth,6,Western,18,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Xinjiang,Levofloxacin,S. aureus resistance,6.5,% resistant strains,15.048387096774194,0.43193997856377275,-1.2110972423237913,Fourth,6,Western,18,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Xinjiang,Chloramphenicol,S. aureus resistance,3.5,% resistant strains,5.84,0.5993150684931507,-0.7386134470476883,Fourth,6,Western,18,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Xinjiang,Rifampicin,S. aureus resistance,1.2,% resistant strains,1.4645161290322581,0.8193832599118942,-0.28738967618288375,Fourth,6,Western,18,Rifamycins,Clinical,Low environmental detection; specialized use
Anhui,Amoxicillin,E. coli resistance,11,% resistant strains,12.112903225806452,0.9081225033288948,-0.13904116849009937,Second,3,Central,8,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Anhui,Ampicillin,E. coli resistance,83,% resistant strains,82.8516129032258,1.0017909982868713,0.0025815532574272014,Second,3,Central,8,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Anhui,Chloramphenicol,E. coli resistance,24.9,% resistant strains,24.806451612903224,1.0037711313394018,0.005430359605767198,Second,3,Central,8,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Anhui,Ciprofloxacin,E. coli resistance,53,% resistant strains,52.43225806451613,1.0108281038513598,0.01553768091426633,Second,3,Central,8,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Anhui,Levofloxacin,E. coli resistance,51.5,% resistant strains,49.906451612903226,1.0319307090685799,0.04534610153708244,Second,3,Central,8,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Beijing,Amoxicillin,E. coli resistance,10.8,% resistant strains,12.112903225806452,0.89161118508655135,-0.16551337985129022,First,1,Eastern,4,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Beijing,Ampicillin,E. coli resistance,80.1,% resistant strains,82.8516129032258,0.9667886622021492,-0.04872754056814998,First,1,Eastern,4,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Beijing,Chloramphenicol,E. coli resistance,22.8,% resistant strains,24.806451612903224,0.9191157347204162,-0.12168155829757189,First,1,Eastern,4,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Beijing,Ciprofloxacin,E. coli resistance,57.1,% resistant strains,52.43225806451613,1.089024240187031,0.12303606682654745,First,1,Eastern,4,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Beijing,Levofloxacin,E. coli resistance,56.2,% resistant strains,49.906451612903226,1.126106909702023,0.17134379968742783,First,1,Eastern,4,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Chongqing,Amoxicillin,E. coli resistance,14.9,% resistant strains,12.112903225806452,1.230093209054594,0.2987676384474028,Second,3,Western,10,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Chongqing,Ampicillin,E. coli resistance,84,% resistant strains,82.8516129032258,1.0138607693505686,0.0198595446892627,Second,3,Western,10,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Chongqing,Chloramphenicol,E. coli resistance,23.5,% resistant strains,24.806451612903224,0.9473342002600781,-0.07805462589731385,Second,3,Western,10,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Chongqing,Ciprofloxacin,E. coli resistance,47.4,% resistant strains,52.43225806451613,0.9040236249538576,-0.1455676196380362,Second,3,Western,10,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Chongqing,Levofloxacin,E. coli resistance,45.4,% resistant strains,49.906451612903226,0.9097020231400685,-0.13653403324258317,Second,3,Western,10,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Fujian,Amoxicillin,E. coli resistance,9.4,% resistant strains,12.112903225806452,0.7760319573901465,-0.36581203033712145,Second,2,Eastern,3,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Fujian,Ampicillin,E. coli resistance,79.6,% resistant strains,82.8516129032258,0.9607537766703006,-0.05776135243321124,Second,2,Eastern,3,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Fujian,Chloramphenicol,E. coli resistance,27.5,% resistant strains,24.806451612903224,1.1085825747724318,0.14871623594970843,Second,2,Eastern,3,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Fujian,Ciprofloxacin,E. coli resistance,48.6,% resistant strains,52.43225806451613,0.9269102990033223,-0.10949836493051436,Second,2,Eastern,3,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Fujian,Levofloxacin,E. coli resistance,46.2,% resistant strains,49.906451612903226,0.9257320147372504,-0.11133347911744054,Second,2,Eastern,3,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Gansu,Amoxicillin,E. coli resistance,13.7,% resistant strains,12.112903225806452,1.1310252996005326,0.1776312009457677,Fourth,6,Western,24,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Gansu,Ampicillin,E. coli resistance,88.1,% resistant strains,82.8516129032258,1.063346830711727,0.08861223594355344,Fourth,6,Western,24,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Gansu,Chloramphenicol,E. coli resistance,21.9,% resistant strains,24.806451612903224,0.8828348504551365,-0.17978451286114025,Fourth,6,Western,24,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Gansu,Ciprofloxacin,E. coli resistance,53.5,% resistant strains,52.43225806451613,1.0203642180386367,0.029084212752214064,Fourth,6,Western,24,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Gansu,Levofloxacin,E. coli resistance,50.9,% resistant strains,49.906451612903226,1.0199082153706935,0.028439325542197063,Fourth,6,Western,24,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangdong,Amoxicillin,E. coli resistance,10.3,% resistant strains,12.112903225806452,0.8503328894806924,-0.23390035483154054,Fourth,5,Eastern,11,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangdong,Ampicillin,E. coli resistance,80.5,% resistant strains,82.8516129032258,0.9716165706276282,-0.04154099997488065,Fourth,5,Eastern,11,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangdong,Chloramphenicol,E. coli resistance,35.7,% resistant strains,24.806451612903224,1.439141742522757,0.5252086915667863,Fourth,5,Eastern,11,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Guangdong,Ciprofloxacin,E. coli resistance,43.2,% resistant strains,52.43225806451613,0.823920265780731,-0.2794233663728267,Fourth,5,Eastern,11,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangdong,Levofloxacin,E. coli resistance,42,% resistant strains,49.906451612903226,0.8415745588520458,-0.2488370028673755,Fourth,5,Eastern,11,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangxi,Amoxicillin,E. coli resistance,16.4,% resistant strains,12.112903225806452,1.3539280958721702,0.43715112260332456,Fourth,6,Western,26,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangxi,Ampicillin,E. coli resistance,81.4,% resistant strains,82.8516129032258,0.9824793645849558,-0.02550098871061284,Fourth,6,Western,26,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangxi,Chloramphenicol,E. coli resistance,36.1,% resistant strains,24.806451612903224,1.4552665799739923,0.5412834544248575,Fourth,6,Western,26,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Guangxi,Ciprofloxacin,E. coli resistance,44,% resistant strains,52.43225806451613,0.8391780484803741,-0.2529511550116356,Fourth,6,Western,26,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangxi,Levofloxacin,E. coli resistance,42.8,% resistant strains,49.906451612903226,0.8576045504492276,-0.2216155341323513,Fourth,6,Western,26,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guizhou,Amoxicillin,E. coli resistance,12.1,% resistant strains,12.112903225806452,0.9989347536617842,-0.0015376447401645405,Fourth,6,Western,22,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guizhou,Ampicillin,E. coli resistance,84.5,% resistant strains,82.8516129032258,1.0198956548824172,0.028421558192686713,Fourth,6,Western,22,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guizhou,Chloramphenicol,E. coli resistance,22.6,% resistant strains,24.806451612903224,0.9110533159947986,-0.13439261004712577,Fourth,6,Western,22,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Guizhou,Ciprofloxacin,E. coli resistance,45.6,% resistant strains,52.43225806451613,0.8696936138796605,-0.20142085437155355,Fourth,6,Western,22,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guizhou,Levofloxacin,E. coli resistance,43.9,% resistant strains,49.906451612903226,0.8796457888953526,-0.18500539099814,Fourth,6,Western,22,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hainan,Amoxicillin,E. coli resistance,14.3,% resistant strains,12.112903225806452,1.1805592543275634,0.23947045476363066,Fourth,7,Eastern,31,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hainan,Ampicillin,E. coli resistance,79.2,% resistant strains,82.8516129032258,0.9559258682448218,-0.06502935289725024,Fourth,7,Eastern,31,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hainan,Chloramphenicol,E. coli resistance,35.4,% resistant strains,24.806451612903224,1.4270481144343303,0.5130339776206838,Fourth,7,Eastern,31,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hainan,Ciprofloxacin,E. coli resistance,47.7,% resistant strains,52.43225806451613,0.9097452934662238,-0.1364654125307837,Fourth,7,Eastern,31,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hainan,Levofloxacin,E. coli resistance,45.2,% resistant strains,49.906451612903226,0.9056945252407731,-0.14290355811831043,Fourth,7,Eastern,31,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hebei,Amoxicillin,E. coli resistance,19.1,% resistant strains,12.112903225806452,1.5768308921438083,0.6570279460209899,Fourth,5,Eastern,14,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hebei,Ampicillin,E. coli resistance,84.2,% resistant strains,82.8516129032258,1.016274723563308,0.0232904500895362,Fourth,5,Eastern,14,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hebei,Chloramphenicol,E. coli resistance,24.1,% resistant strains,24.806451612903224,0.9715214564369312,-0.04168223623235184,Fourth,5,Eastern,14,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hebei,Ciprofloxacin,E. coli resistance,58.1,% resistant strains,52.43225806451613,1.1080964685615848,0.14808348486823347,Fourth,5,Eastern,14,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hebei,Levofloxacin,E. coli resistance,54.8,% resistant strains,49.906451612903226,1.098054424406955,0.13494956242702857,Fourth,5,Eastern,14,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Heilongjiang,Amoxicillin,E. coli resistance,10.8,% resistant strains,12.112903225806452,0.89161118508655135,-0.16551337985129022,Fourth,7,Northeastern,29,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Heilongjiang,Ampicillin,E. coli resistance,83.1,% resistant strains,82.8516129032258,1.002997975393241,0.004318693793484477,Fourth,7,Northeastern,29,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Heilongjiang,Chloramphenicol,E. coli resistance,29,% resistant strains,24.806451612903224,1.1690507152145644,0.22533751755262083,Fourth,7,Northeastern,29,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Heilongjiang,Ciprofloxacin,E. coli resistance,62.3,% resistant strains,52.43225806451613,1.1881998277347114,0.24877748448770648,Fourth,7,Northeastern,29,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Heilongjiang,Levofloxacin,E. coli resistance,58.7,% resistant strains,49.906451612903226,1.1762006334432165,0.2341341725765541,Fourth,7,Northeastern,29,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Henan,Amoxicillin,E. coli resistance,16.3,% resistant strains,12.112903225806452,1.3456724367509987,0.42832727221631867,Fourth,5,Central,15,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Henan,Ampicillin,E. coli resistance,86.3,% resistant strains,82.8516129032258,1.0416212427970721,0.058830776202094925,Fourth,5,Central,15,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Henan,Chloramphenicol,E. coli resistance,24.3,% resistant strains,24.806451612903224,0.9795838751625489,-0.029759068856532622,Fourth,5,Central,15,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Henan,Ciprofloxacin,E. coli resistance,57.6,% resistant strains,52.43225806451613,1.0985603543743079,0.135614132906017,Fourth,5,Central,15,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Henan,Levofloxacin,E. coli resistance,55.1,% resistant strains,49.906451612903226,1.1040656712558983,0.14282598803765958,Fourth,5,Central,15,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hubei,Amoxicillin,E. coli resistance,10.8,% resistant strains,12.112903225806452,0.89161118508655135,-0.16551337985129022,Second,3,Central,9,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hubei,Ampicillin,E. coli resistance,84.9,% resistant strains,82.8516129032258,1.0247235633078962,0.03523477057617866,Second,3,Central,9,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hubei,Chloramphenicol,E. coli resistance,20.5,% resistant strains,24.806451612903224,0.8263979193758128,-0.2750914729568676,Second,3,Central,9,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hubei,Ciprofloxacin,E. coli resistance,51,% resistant strains,52.43225806451613,0.9726836471022517,-0.039957431677437455,Second,3,Central,9,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hubei,Levofloxacin,E. coli resistance,40.5,% resistant strains,49.906451612903226,0.8115183246073299,-0.3013044227615111,Second,3,Central,9,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hunan,Amoxicillin,E. coli resistance,10.7,% resistant strains,12.112903225806452,0.8833555259653794,-0.17893389561361217,Fourth,5,Central,13,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hunan,Ampicillin,E. coli resistance,80.9,% resistant strains,82.8516129032258,0.9764444790531072,-0.03439008054688229,Fourth,5,Central,13,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hunan,Chloramphenicol,E. coli resistance,25.4,% resistant strains,24.806451612903224,1.023927178153446,0.03411311430985218,Fourth,5,Central,13,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hunan,Ciprofloxacin,E. coli resistance,44.5,% resistant strains,52.43225806451613,0.8487141626676511,-0.23664934268253518,Fourth,5,Central,13,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hunan,Levofloxacin,E. coli resistance,40.4,% resistant strains,49.906451612903226,0.809514575657682,-0.3048710377817036,Fourth,5,Central,13,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Inner Mongolia,Amoxicillin,E. coli resistance,9.4,% resistant strains,12.112903225806452,0.7760319573901465,-0.36581203033712145,Fourth,7,Western,25,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Inner Mongolia,Ampicillin,E. coli resistance,82.8,% resistant strains,82.8516129032258,0.9993770440741319,-8.990154775347246e-4,Fourth,7,Western,25,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Inner Mongolia,Chloramphenicol,E. coli resistance,24.3,% resistant strains,24.806451612903224,0.9795838751625489,-0.029759068856532622,Fourth,7,Western,25,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Inner Mongolia,Ciprofloxacin,E. coli resistance,65.8,% resistant strains,52.43225806451613,1.2549526270456504,0.32763290519894617,Fourth,7,Western,25,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Inner Mongolia,Levofloxacin,E. coli resistance,62.8,% resistant strains,49.906451612903226,1.2583543403787731,0.33153822835812874,Fourth,7,Western,25,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangsu,Amoxicillin,E. coli resistance,11.7,% resistant strains,12.112903225806452,0.9659121171770971,-0.0500361624313545,Second,2,Eastern,1,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangsu,Ampicillin,E. coli resistance,82.5,% resistant strains,82.8516129032258,0.9957561127550226,-0.006135663843681913,Second,2,Eastern,1,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangsu,Chloramphenicol,E. coli resistance,23.5,% resistant strains,24.806451612903224,0.9473342002600781,-0.07805462589731385,Second,2,Eastern,1,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Jiangsu,Ciprofloxacin,E. coli resistance,56.4,% resistant strains,52.43225806451613,1.0756736803248432,0.10524048386249832,Second,2,Eastern,1,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangsu,Levofloxacin,E. coli resistance,54.6,% resistant strains,49.906451612903226,1.0940469265076596,0.12967462038635433,Second,2,Eastern,1,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangxi,Amoxicillin,E. coli resistance,14.1,% resistant strains,12.112903225806452,1.1640479360852196,0.2191504703840345,Fourth,6,Central,12,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangxi,Ampicillin,E. coli resistance,82.8,% resistant strains,82.8516129032258,0.9993770440741319,-8.990154775347246e-4,Fourth,6,Central,12,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangxi,Chloramphenicol,E. coli resistance,27.1,% resistant strains,24.806451612903224,1.0924577373211966,0.12757746889155816,Fourth,6,Central,12,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Jiangxi,Ciprofloxacin,E. coli resistance,44.7,% resistant strains,52.43225806451613,0.8525286083425619,-0.23017984735297745,Fourth,6,Central,12,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangxi,Levofloxacin,E. coli resistance,42.4,% resistant strains,49.906451612903226,0.8495895546506367,-0.235162065970299,Fourth,6,Central,12,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jilin,Amoxicillin,E. coli resistance,9.4,% resistant strains,12.112903225806452,0.7760319573901465,-0.36581203033712145,Fourth,6,Northeastern,21,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jilin,Ampicillin,E. coli resistance,85.8,% resistant strains,82.8516129032258,1.0355863572652235,0.05044786452268554,Fourth,6,Northeastern,21,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jilin,Chloramphenicol,E. coli resistance,31.7,% resistant strains,24.806451612903224,1.2778933680104032,0.35376745767709367,Fourth,6,Northeastern,21,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Jilin,Ciprofloxacin,E. coli resistance,70.6,% resistant strains,52.43225806451613,1.3464993232435092,0.4292135047348848,Fourth,6,Northeastern,21,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jilin,Levofloxacin,E. coli resistance,66.3,% resistant strains,49.906451612903226,1.3284855536164437,0.4097825395790896,Fourth,6,Northeastern,21,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Liaoning,Amoxicillin,E. coli resistance,11.5,% resistant strains,12.112903225806452,0.9494007989347536,-0.0749108310703838,Fourth,7,Northeastern,28,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Liaoning,Ampicillin,E. coli resistance,84.4,% resistant strains,82.8516129032258,1.0186886777760475,0.02671321573032531,Fourth,7,Northeastern,28,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Liaoning,Chloramphenicol,E. coli resistance,30.2,% resistant strains,24.806451612903224,1.2174252275682704,0.28383316686276516,Fourth,7,Northeastern,28,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Liaoning,Ciprofloxacin,E. coli resistance,69.2,% resistant strains,52.43225806451613,1.3197982035191338,0.4003173591004293,Fourth,7,Northeastern,28,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Liaoning,Levofloxacin,E. coli resistance,64.8,% resistant strains,49.906451612903226,1.2984293193717278,0.37676748235112656,Fourth,7,Northeastern,28,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Ningxia,Amoxicillin,E. coli resistance,8.4,% resistant strains,12.112903225806452,0.6934753661784288,-0.5280834592359986,Fourth,6,Western,16,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Ningxia,Ampicillin,E. coli resistance,82.8,% resistant strains,82.8516129032258,0.9993770440741319,-8.990154775347246e-4,Fourth,6,Western,16,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Ningxia,Chloramphenicol,E. coli resistance,21,% resistant strains,24.806451612903224,0.846553966189857,-0.24032605479619093,Fourth,6,Western,16,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Ningxia,Ciprofloxacin,E. coli resistance,53.9,% resistant strains,52.43225806451613,1.0279931093884582,0.03983059421621009,Fourth,6,Western,16,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Ningxia,Levofloxacin,E. coli resistance,50.5,% resistant strains,49.906451612903226,1.0118932195721027,0.017057057105658892,Fourth,6,Western,16,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Qinghai,Amoxicillin,E. coli resistance,7.4,% resistant strains,12.112903225806452,0.6109187749667111,-0.710947516385809,Third,4,Western,23,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Qinghai,Ampicillin,E. coli resistance,85.1,% resistant strains,82.8516129032258,1.0271375175206354,0.038629348709102555,Third,4,Western,23,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Qinghai,Chloramphenicol,E. coli resistance,18.4,% resistant strains,24.806451612903224,0.7417425227568271,-0.4310096164053008,Third,4,Western,23,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
