province,antibiotic,metric,value,unit,china_mean,fold_change,log2_fc,qu_category,qu_subcategory,NBS_region,RR_ranking,antibiotic_group,primary_source,environmental_signature
Beijing,Amoxicillin,E. coli resistance,10.8,% resistant strains,12.112903225806452,0.89161118508655135,-0.16551337985129022,First,1,Eastern,4,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Beijing,Ampicillin,E. coli resistance,80.1,% resistant strains,82.8516129032258,0.9667886622021492,-0.04872754056814998,First,1,Eastern,4,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Beijing,Cefazolin,E. coli resistance,65.5,% resistant strains,62.435483870967744,1.049082924308964,0.06912871963201436,First,1,Eastern,4,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Beijing,Cefotaxime,E. coli resistance,50.4,% resistant strains,47.66774193548387,1.0573188062529608,0.0804104484820318,First,1,Eastern,4,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Beijing,Ceftriaxone,E. coli resistance,51.1,% resistant strains,49.04516129032258,1.0418968692449355,0.059212481462530865,First,1,Eastern,4,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Beijing,Chloramphenicol,E. coli resistance,22.8,% resistant strains,24.806451612903224,0.9191157347204162,-0.12168155829757189,First,1,Eastern,4,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Beijing,Ciprofloxacin,E. coli resistance,57.1,% resistant strains,52.43225806451613,1.089024240187031,0.12303606682654745,First,1,Eastern,4,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Beijing,Gentamicin,E. coli resistance,33.1,% resistant strains,33.49354838709677,0.9882500240778196,-0.0170520096925108,First,1,Eastern,4,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Beijing,Levofloxacin,E. coli resistance,56.2,% resistant strains,49.906451612903226,1.126106909702023,0.17134379968742783,First,1,Eastern,4,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Chongqing,Amoxicillin,E. coli resistance,14.9,% resistant strains,12.112903225806452,1.230093209054594,0.2987676384474028,Second,3,Western,10,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Chongqing,Ampicillin,E. coli resistance,84,% resistant strains,82.8516129032258,1.0138607693505686,0.0198595446892627,Second,3,Western,10,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Chongqing,Cefazolin,E. coli resistance,57.1,% resistant strains,62.435483870967744,0.9145440454662878,-0.12887544142995552,Second,3,Western,10,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Chongqing,Cefotaxime,E. coli resistance,48.3,% resistant strains,47.66774193548387,1.0132638559924207,0.01900990381788844,Second,3,Western,10,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Chongqing,Ceftriaxone,E. coli resistance,48.6,% resistant strains,49.04516129032258,0.9909234411996843,-0.013154495869309465,Second,3,Western,10,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Chongqing,Chloramphenicol,E. coli resistance,23.5,% resistant strains,24.806451612903224,0.9473342002600781,-0.07805462589731385,Second,3,Western,10,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Chongqing,Ciprofloxacin,E. coli resistance,47.4,% resistant strains,52.43225806451613,0.9040236249538576,-0.1455676196380362,Second,3,Western,10,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Chongqing,Gentamicin,E. coli resistance,31.3,% resistant strains,33.49354838709677,0.9345083309255514,-0.09772056956711023,Second,3,Western,10,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Chongqing,Levofloxacin,E. coli resistance,45.4,% resistant strains,49.906451612903226,0.9097020231400685,-0.13653403324258317,Second,3,Western,10,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Fujian,Amoxicillin,E. coli resistance,9.4,% resistant strains,12.112903225806452,0.7760319573901465,-0.36581203033712145,Second,2,Eastern,3,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Fujian,Ampicillin,E. coli resistance,79.6,% resistant strains,82.8516129032258,0.9607537766703006,-0.05776135243321124,Second,2,Eastern,3,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Fujian,Cefazolin,E. coli resistance,61.6,% resistant strains,62.435483870967744,0.9866184448462929,-0.019435836097896973,Second,2,Eastern,3,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Fujian,Cefotaxime,E. coli resistance,45.8,% resistant strains,47.66774193548387,0.960817486634635,-0.057665686920940845,Second,2,Eastern,3,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Fujian,Ceftriaxone,E. coli resistance,46.1,% resistant strains,49.04516129032258,0.939950013154433,-0.08934405904575245,Second,2,Eastern,3,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Fujian,Chloramphenicol,E. coli resistance,27.5,% resistant strains,24.806451612903224,1.1085825747724318,0.14871623594970843,Second,2,Eastern,3,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Fujian,Ciprofloxacin,E. coli resistance,48.6,% resistant strains,52.43225806451613,0.9269102990033223,-0.10949836493051436,Second,2,Eastern,3,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Fujian,Gentamicin,E. coli resistance,31.5,% resistant strains,33.49354838709677,0.9404796301646923,-0.08853139811244981,Second,2,Eastern,3,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Fujian,Levofloxacin,E. coli resistance,46.2,% resistant strains,49.906451612903226,0.9257320147372504,-0.11133347911744054,Second,2,Eastern,3,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Gansu,Amoxicillin,E. coli resistance,13.7,% resistant strains,12.112903225806452,1.1310252996005326,0.1776312009457677,Fourth,6,Western,24,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Gansu,Ampicillin,E. coli resistance,88.1,% resistant strains,82.8516129032258,1.063346830711727,0.08861223594355344,Fourth,6,Western,24,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Gansu,Cefazolin,E. coli resistance,64.5,% resistant strains,62.435483870967744,1.0330663911134073,0.04693297351781801,Fourth,6,Western,24,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Gansu,Cefotaxime,E. coli resistance,44.3,% resistant strains,47.66774193548387,0.9293496650199634,-0.10570658646286663,Fourth,6,Western,24,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Gansu,Ceftriaxone,E. coli resistance,51.1,% resistant strains,49.04516129032258,1.0418968692449355,0.059212481462530865,Fourth,6,Western,24,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Gansu,Chloramphenicol,E. coli resistance,21.9,% resistant strains,24.806451612903224,0.8828348504551365,-0.17978451286114025,Fourth,6,Western,24,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Gansu,Ciprofloxacin,E. coli resistance,53.5,% resistant strains,52.43225806451613,1.0203642180386367,0.029084212752214064,Fourth,6,Western,24,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Gansu,Gentamicin,E. coli resistance,36.7,% resistant strains,33.49354838709677,1.095733410382356,0.1318968363434844,Fourth,6,Western,24,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Gansu,Levofloxacin,E. coli resistance,50.9,% resistant strains,49.906451612903226,1.0199082153706935,0.028439325542197063,Fourth,6,Western,24,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangdong,Amoxicillin,E. coli resistance,10.3,% resistant strains,12.112903225806452,0.8503328894806924,-0.23390035483154054,Fourth,5,Eastern,11,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangdong,Ampicillin,E. coli resistance,80.5,% resistant strains,82.8516129032258,0.9716165706276282,-0.04154099997488065,Fourth,5,Eastern,11,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangdong,Cefazolin,E. coli resistance,61,% resistant strains,62.435483870967744,0.9770085249289588,-0.03355694434254977,Fourth,5,Eastern,11,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangdong,Cefotaxime,E. coli resistance,47.1,% resistant strains,47.66774193548387,0.9880895987006836,-0.017286225405101545,Fourth,5,Eastern,11,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangdong,Ceftriaxone,E. coli resistance,45.9,% resistant strains,49.04516129032258,0.9358721389108129,-0.09561665606128257,Fourth,5,Eastern,11,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangdong,Chloramphenicol,E. coli resistance,35.7,% resistant strains,24.806451612903224,1.439141742522757,0.5252086915667863,Fourth,5,Eastern,11,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Guangdong,Ciprofloxacin,E. coli resistance,43.2,% resistant strains,52.43225806451613,0.823920265780731,-0.2794233663728267,Fourth,5,Eastern,11,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangdong,Gentamicin,E. coli resistance,30.6,% resistant strains,33.49354838709677,0.9136087835885583,-0.13035157380707663,Fourth,5,Eastern,11,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Guangdong,Levofloxacin,E. coli resistance,42,% resistant strains,49.906451612903226,0.8415745588520458,-0.2488370028673755,Fourth,5,Eastern,11,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangxi,Amoxicillin,E. coli resistance,16.4,% resistant strains,12.112903225806452,1.3539280958721702,0.43715112260332456,Fourth,6,Western,26,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangxi,Ampicillin,E. coli resistance,81.4,% resistant strains,82.8516129032258,0.9824793645849558,-0.02550098871061284,Fourth,6,Western,26,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangxi,Cefazolin,E. coli resistance,59.1,% resistant strains,62.435483870967744,0.9465771118574012,-0.07920805661526577,Fourth,6,Western,26,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangxi,Cefotaxime,E. coli resistance,46,% resistant strains,47.66774193548387,0.9650131961832579,-0.051379424073509476,Fourth,6,Western,26,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangxi,Ceftriaxone,E. coli resistance,45.2,% resistant strains,49.04516129032258,0.9215995790581426,-0.11778803705990272,Fourth,6,Western,26,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangxi,Chloramphenicol,E. coli resistance,36.1,% resistant strains,24.806451612903224,1.4552665799739923,0.5412834544248575,Fourth,6,Western,26,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Guangxi,Ciprofloxacin,E. coli resistance,44,% resistant strains,52.43225806451613,0.8391780484803741,-0.2529511550116356,Fourth,6,Western,26,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangxi,Gentamicin,E. coli resistance,33.1,% resistant strains,33.49354838709677,0.9882500240778196,-0.0170520096925108,Fourth,6,Western,26,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Guangxi,Levofloxacin,E. coli resistance,42.8,% resistant strains,49.906451612903226,0.8576045504492276,-0.2216155341323513,Fourth,6,Western,26,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guizhou,Amoxicillin,E. coli resistance,12.1,% resistant strains,12.112903225806452,0.9989347536617842,-0.0015376447401645405,Fourth,6,Western,22,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guizhou,Ampicillin,E. coli resistance,84.5,% resistant strains,82.8516129032258,1.0198956548824172,0.028421558192686713,Fourth,6,Western,22,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guizhou,Cefazolin,E. coli resistance,59.7,% resistant strains,62.435483870967744,0.9561870317747352,-0.06463525552799329,Fourth,6,Western,22,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guizhou,Cefotaxime,E. coli resistance,46.2,% resistant strains,47.66774193548387,0.9692089057318808,-0.04512043360182707,Fourth,6,Western,22,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guizhou,Ceftriaxone,E. coli resistance,50.3,% resistant strains,49.04516129032258,1.025585372270455,0.03644759033043659,Fourth,6,Western,22,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guizhou,Chloramphenicol,E. coli resistance,22.6,% resistant strains,24.806451612903224,0.9110533159947986,-0.13439261004712577,Fourth,6,Western,22,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Guizhou,Ciprofloxacin,E. coli resistance,45.6,% resistant strains,52.43225806451613,0.8696936138796605,-0.20142085437155355,Fourth,6,Western,22,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guizhou,Gentamicin,E. coli resistance,34.2,% resistant strains,33.49354838709677,1.0210921698930946,0.030113098386169407,Fourth,6,Western,22,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Guizhou,Levofloxacin,E. coli resistance,43.9,% resistant strains,49.906451612903226,0.8796457888953526,-0.18500539099814,Fourth,6,Western,22,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hainan,Amoxicillin,E. coli resistance,14.3,% resistant strains,12.112903225806452,1.1805592543275634,0.23947045476363066,Fourth,7,Eastern,31,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hainan,Ampicillin,E. coli resistance,79.2,% resistant strains,82.8516129032258,0.9559258682448218,-0.06502935289725024,Fourth,7,Eastern,31,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hainan,Cefazolin,E. coli resistance,53.9,% resistant strains,62.435483870967744,0.8632911392405063,-0.21208091404029292,Fourth,7,Eastern,31,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hainan,Cefotaxime,E. coli resistance,45.7,% resistant strains,47.66774193548387,0.9587196318603236,-0.06081911995981496,Fourth,7,Eastern,31,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hainan,Ceftriaxone,E. coli resistance,43,% resistant strains,49.04516129032258,0.8767429623783215,-0.18977414988563016,Fourth,7,Eastern,31,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hainan,Chloramphenicol,E. coli resistance,35.4,% resistant strains,24.806451612903224,1.4270481144343303,0.5130339776206838,Fourth,7,Eastern,31,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hainan,Ciprofloxacin,E. coli resistance,47.7,% resistant strains,52.43225806451613,0.9097452934662238,-0.1364654125307837,Fourth,7,Eastern,31,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hainan,Gentamicin,E. coli resistance,30.9,% resistant strains,33.49354838709677,0.9225657324472696,-0.11627638859535404,Fourth,7,Eastern,31,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Hainan,Levofloxacin,E. coli resistance,45.2,% resistant strains,49.906451612903226,0.9056945252407731,-0.14290355811831043,Fourth,7,Eastern,31,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hebei,Amoxicillin,E. coli resistance,19.1,% resistant strains,12.112903225806452,1.5768308921438083,0.6570279460209899,Fourth,5,Eastern,14,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hebei,Ampicillin,E. coli resistance,84.2,% resistant strains,82.8516129032258,1.016274723563308,0.0232904500895362,Fourth,5,Eastern,14,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hebei,Cefazolin,E. coli resistance,64.6,% resistant strains,62.435483870967744,1.034668044432963,0.04916797790112655,Fourth,5,Eastern,14,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hebei,Cefotaxime,E. coli resistance,52.4,% resistant strains,47.66774193548387,1.0992759017391893,0.13655352651956548,Fourth,5,Eastern,14,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hebei,Ceftriaxone,E. coli resistance,52.9,% resistant strains,49.04516129032258,1.0785977374375164,0.10915691263893526,Fourth,5,Eastern,14,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hebei,Chloramphenicol,E. coli resistance,24.1,% resistant strains,24.806451612903224,0.9715214564369312,-0.04168223623235184,Fourth,5,Eastern,14,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hebei,Ciprofloxacin,E. coli resistance,58.1,% resistant strains,52.43225806451613,1.1080964685615848,0.14808348486823347,Fourth,5,Eastern,14,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hebei,Gentamicin,E. coli resistance,37.8,% resistant strains,33.49354838709677,1.1285755561976307,0.17450300772134403,Fourth,5,Eastern,14,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Hebei,Levofloxacin,E. coli resistance,54.8,% resistant strains,49.906451612903226,1.098054424406955,0.13494956242702857,Fourth,5,Eastern,14,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Heilongjiang,Amoxicillin,E. coli resistance,10.8,% resistant strains,12.112903225806452,0.89161118508655135,-0.16551337985129022,Fourth,7,Northeastern,29,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Heilongjiang,Ampicillin,E. coli resistance,83.1,% resistant strains,82.8516129032258,1.002997975393241,0.004318693793484477,Fourth,7,Northeastern,29,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Heilongjiang,Cefazolin,E. coli resistance,63.4,% resistant strains,62.435483870967744,1.0154482045982949,0.022116653346608783,Fourth,7,Northeastern,29,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Heilongjiang,Cefotaxime,E. coli resistance,51.4,% resistant strains,47.66774193548387,1.078297353996075,0.10875507417599321,Fourth,7,Northeastern,29,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Heilongjiang,Ceftriaxone,E. coli resistance,52.2,% resistant strains,49.04516129032258,1.0643251775848461,0.0899389970947941,Fourth,7,Northeastern,29,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Heilongjiang,Chloramphenicol,E. coli resistance,29,% resistant strains,24.806451612903224,1.1690507152145644,0.22533751755262083,Fourth,7,Northeastern,29,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Heilongjiang,Ciprofloxacin,E. coli resistance,62.3,% resistant strains,52.43225806451613,1.1881998277347114,0.24877748448770648,Fourth,7,Northeastern,29,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Heilongjiang,Gentamicin,E. coli resistance,36.3,% resistant strains,33.49354838709677,1.083790811904074,0.11608632149602213,Fourth,7,Northeastern,29,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Heilongjiang,Levofloxacin,E. coli resistance,58.7,% resistant strains,49.906451612903226,1.1762006334432165,0.2341341725765541,Fourth,7,Northeastern,29,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Henan,Amoxicillin,E. coli resistance,16.3,% resistant strains,12.112903225806452,1.3456724367509987,0.42832727221631867,Fourth,5,Central,15,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Henan,Ampicillin,E. coli resistance,86.3,% resistant strains,82.8516129032258,1.0416212427970721,0.058830776202094925,Fourth,5,Central,15,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Henan,Cefazolin,E. coli resistance,68.1,% resistant strains,62.435483870967744,1.0907259106174114,0.12528861121927276,Fourth,5,Central,15,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Henan,Cefotaxime,E. coli resistance,53.5,% resistant strains,47.66774193548387,1.122352304256615,0.16652560627062446,Fourth,5,Central,15,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Henan,Ceftriaxone,E. coli resistance,52.6,% resistant strains,49.04516129032258,1.0724809260720862,0.10095198981721182,Fourth,5,Central,15,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Henan,Chloramphenicol,E. coli resistance,24.3,% resistant strains,24.806451612903224,0.9795838751625489,-0.029759068856532622,Fourth,5,Central,15,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Henan,Ciprofloxacin,E. coli resistance,57.6,% resistant strains,52.43225806451613,1.0985603543743079,0.135614132906017,Fourth,5,Central,15,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Henan,Gentamicin,E. coli resistance,37.3,% resistant strains,33.49354838709677,1.1136473080997784,0.15529240375550907,Fourth,5,Central,15,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Henan,Levofloxacin,E. coli resistance,55.1,% resistant strains,49.906451612903226,1.1040656712558983,0.14282598803765958,Fourth,5,Central,15,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hubei,Amoxicillin,E. coli resistance,10.8,% resistant strains,12.112903225806452,0.89161118508655135,-0.16551337985129022,Second,3,Central,9,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hubei,Ampicillin,E. coli resistance,84.9,% resistant strains,82.8516129032258,1.0247235633078962,0.03523477057617866,Second,3,Central,9,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hubei,Cefazolin,E. coli resistance,60.5,% resistant strains,62.435483870967744,0.9690002583311805,-0.04543104463084148,Second,3,Central,9,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hubei,Cefotaxime,E. coli resistance,48,% resistant strains,47.66774193548387,1.0069702916694865,0.010021120590633844,Second,3,Central,9,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hubei,Ceftriaxone,E. coli resistance,47.1,% resistant strains,49.04516129032258,0.9603393843725335,-0.05838374986230729,Second,3,Central,9,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hubei,Chloramphenicol,E. coli resistance,20.5,% resistant strains,24.806451612903224,0.8263979193758128,-0.2750914729568676,Second,3,Central,9,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hubei,Ciprofloxacin,E. coli resistance,51,% resistant strains,52.43225806451613,0.9726836471022517,-0.039957431677437455,Second,3,Central,9,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hubei,Gentamicin,E. coli resistance,29.9,% resistant strains,33.49354838709677,0.8927092362515651,-0.16373774230162358,Second,3,Central,9,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Hubei,Levofloxacin,E. coli resistance,40.5,% resistant strains,49.906451612903226,0.8115183246073299,-0.3013044227615111,Second,3,Central,9,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hunan,Amoxicillin,E. coli resistance,10.7,% resistant strains,12.112903225806452,0.8833555259653794,-0.17893389561361217,Fourth,5,Central,13,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hunan,Ampicillin,E. coli resistance,80.9,% resistant strains,82.8516129032258,0.9764444790531072,-0.03439008054688229,Fourth,5,Central,13,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hunan,Cefazolin,E. coli resistance,56.5,% resistant strains,62.435483870967744,0.9049341255489537,-0.14411531949024833,Fourth,5,Central,13,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hunan,Cefotaxime,E. coli resistance,45.7,% resistant strains,47.66774193548387,0.9587196318603236,-0.06081911995981496,Fourth,5,Central,13,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hunan,Ceftriaxone,E. coli resistance,45.9,% resistant strains,49.04516129032258,0.9358721389108129,-0.09561665606128257,Fourth,5,Central,13,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hunan,Chloramphenicol,E. coli resistance,25.4,% resistant strains,24.806451612903224,1.023927178153446,0.03411311430985218,Fourth,5,Central,13,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hunan,Ciprofloxacin,E. coli resistance,44.5,% resistant strains,52.43225806451613,0.8487141626676511,-0.23664934268253518,Fourth,5,Central,13,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hunan,Gentamicin,E. coli resistance,28.8,% resistant strains,33.49354838709677,0.8598670904362902,-0.2178144150574161,Fourth,5,Central,13,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Hunan,Levofloxacin,E. coli resistance,40.4,% resistant strains,49.906451612903226,0.809514575657682,-0.3048710377817036,Fourth,5,Central,13,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Inner Mongolia,Amoxicillin,E. coli resistance,9.4,% resistant strains,12.112903225806452,0.7760319573901465,-0.36581203033712145,Fourth,7,Western,25,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Inner Mongolia,Ampicillin,E. coli resistance,82.8,% resistant strains,82.8516129032258,0.9993770440741319,-8.990154775347246e-4,Fourth,7,Western,25,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Inner Mongolia,Cefazolin,E. coli resistance,72.6,% resistant strains,62.435483870967744,1.1628003099974165,0.21760336120295212,Fourth,7,Western,25,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Inner Mongolia,Cefotaxime,E. coli resistance,50.6,% resistant strains,47.66774193548387,1.0615145158015837,0.08612409967642554,Fourth,7,Western,25,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Inner Mongolia,Ceftriaxone,E. coli resistance,49.7,% resistant strains,49.04516129032258,1.013351749539595,0.019135042087195877,Fourth,7,Western,25,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Inner Mongolia,Chloramphenicol,E. coli resistance,24.3,% resistant strains,24.806451612903224,0.9795838751625489,-0.029759068856532622,Fourth,7,Western,25,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Inner Mongolia,Ciprofloxacin,E. coli resistance,65.8,% resistant strains,52.43225806451613,1.2549526270456504,0.32763290519894617,Fourth,7,Western,25,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Inner Mongolia,Gentamicin,E. coli resistance,38.1,% resistant strains,33.49354838709677,1.1375325050563423,0.18590777099359368,Fourth,7,Western,25,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Inner Mongolia,Levofloxacin,E. coli resistance,62.8,% resistant strains,49.906451612903226,1.2583543403787731,0.33153822835812874,Fourth,7,Western,25,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangsu,Amoxicillin,E. coli resistance,11.7,% resistant strains,12.112903225806452,0.9659121171770971,-0.0500361624313545,Second,2,Eastern,1,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangsu,Ampicillin,E. coli resistance,82.5,% resistant strains,82.8516129032258,0.9957561127550226,-0.006135663843681913,Second,2,Eastern,1,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangsu,Cefazolin,E. coli resistance,63.3,% resistant strains,62.435483870967744,1.0138465512787393,0.019839312635543047,Second,2,Eastern,1,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
